mass,year,mint,condition
2.37,2010,3,2
2.58,1999,3,1
2.77,2006,3,2
3.3,1965,4,2
2.74,2016,1,2
2.98,1978,4,1
3.05,1973,2,2
3.15,1970,2,1
2.94,1961,4,1
3.31,1969,3,2
3.2,1966,3,2
3.18,1976,2,2
3.04,1968,4,1
2.4,1991,4,1
3.26,1977,2,2
3.18,1975,1,1
3.2,1970,4,2
3.1,1960,2,1
2.34,1992,1,1
2.83,1981,1,1
2.9,1973,1,1
3.25,1974,2,1
3.21,1967,1,1
3.17,1962,1,2
2.6,2005,1,1
2.86,1979,4,1
3.27,1968,2,1
3.07,1973,4,1
2.79,1988,2,1
2.64,1989,4,2
2.87,1961,3,1
2.43,2018,2,2
2.51,2017,2,2
2.7,2010,4,2
2.8,1973,2,1
2.69,2018,3,1
2.56,2001,3,1
3.09,1979,1,1
2.93,1977,1,2
3.06,1975,3,1
2.96,1978,1,1
3.21,1962,4,1
3.13,1980,2,1
2.62,1991,3,1
2.9,1964,2,2
2.9,1971,4,2
2.74,1984,3,1
3.2,1967,3,1
2.94,1981,3,2
2.73,2012,4,2
2.93,1971,2,1
2.52,1987,3,2
3.18,1963,4,1
2.75,2020,3,2
3.29,1963,1,2
3.12,1980,3,1
3.12,1960,1,1
3.09,1967,3,1
3.13,1965,1,2
3.13,1960,4,2
3.14,1979,1,1
3.14,1970,3,1
2.36,2000,1,1
3.02,1980,4,2
2.97,1978,4,1
3.3,1968,2,1
3.03,1960,2,1
2.66,1991,2,2
3.25,1968,2,1
3.04,1961,3,1
3.22,1975,1,1
3.47,1969,4,1
2.89,1969,4,1
3.18,1974,3,1
2.83,1964,2,1
2.53,1992,3,1
3.14,1976,2,2
3.51,1969,3,2
3.3,1979,1,1
2.88,1972,2,1
2.88,1960,4,2
3.04,1979,1,1
2.89,1980,3,1
2.78,2006,1,1
2.71,2000,4,1
2.95,1973,2,1
2.92,1976,2,2
2.52,2009,2,1
2.91,1979,3,1
2.51,2004,4,1
2.69,2017,2,1
3.13,1976,1,1
2.57,2009,4,2
2.97,1974,4,2
2.58,1987,3,2
3.35,1977,3,2
2.56,2009,2,2
2.64,2007,4,2
3.27,1973,2,2
2.91,1972,3,2
3.3,1977,4,2
2.76,2013,4,1
3.22,1966,2,1
2.45,1991,1,2
2.46,1989,3,1
3.17,1971,4,2
3.1,1979,1,1
2.84,1980,1,2
3.11,1965,3,1
2.78,2000,1,2
2.65,1986,1,2
2.96,1980,1,1
2.95,1965,3,2
3.08,1968,3,2
2.45,1994,1,1
2.6,2010,4,1
2.71,1994,4,2
3.04,1978,2,2
2.86,1964,3,1
3.03,1975,1,1
2.85,1981,1,1
2.69,1992,1,2
2.81,1975,3,2
2.49,2013,2,2
3.01,1973,3,2
2.85,1981,3,1
3.04,1964,4,1
2.62,1999,3,2
3.19,1978,3,2
2.3,1996,1,2
2.7,2020,4,2
2.47,2003,4,2
2.75,1994,4,1
3.16,1971,4,2
2.99,1962,2,2
3.43,1960,1,2
2.63,1992,1,2
2.99,1960,4,2
2.71,1988,4,2
2.5,2016,1,2
3.19,1968,2,2
2.45,1989,1,1
2.59,1989,4,2
2.71,1992,4,2
3.19,1973,2,2
3.25,1970,2,2
2.77,2002,1,1
3.09,1973,3,1
3.04,1968,1,1
2.51,1983,4,2
2.85,1973,2,2
2.61,2018,4,2
2.59,2020,2,1
2.84,1962,4,2
3.1,1969,1,1
3.06,1961,2,2
2.76,1982,4,1
2.98,1975,4,1
2.43,2003,4,2
3.43,1966,3,2
3.18,1975,3,1
3.37,1968,4,1
2.97,1970,1,2
3.08,1970,3,1
2.66,2003,2,1
2.97,1974,3,2
2.64,1986,4,2
3.24,1962,3,2
2.47,1993,4,1
2.78,1982,4,1
3.46,1976,3,2
2.72,2020,3,2
2.76,1994,1,1
3,1965,2,2
3.13,1967,1,1
2.57,1995,2,1
2.72,2011,2,2
2.48,1994,1,1
3.12,1977,3,1
3.14,1969,1,2
2.33,2007,3,2
2.82,1982,3,2
3,1978,3,2
3.27,1976,3,2
3.22,1974,1,2
2.71,2006,2,2
2.47,2008,4,2
2.44,2001,4,2
2.68,1995,3,2
2.99,1971,2,1
2.81,1978,3,1
3.19,1974,3,1
2.83,1974,2,1
2.75,1989,1,2
2.64,1987,3,2
2.5,1989,1,2
2.55,2009,2,2
3.43,1962,2,2
2.47,1991,2,1
3.12,1978,4,1
2.6,2004,4,2
2.74,2000,4,2
2.76,2001,3,1
2.81,1965,3,2
3.04,1961,1,2
2.74,2010,3,2
2.11,2006,1,1
3.14,1960,2,2
3.12,1982,4,1
3.02,1974,4,1
3.04,1967,4,1
3.13,1963,3,1
2.71,2014,2,1
2.58,2015,1,2
3.22,1962,1,1
3.07,1960,4,2
3.13,1971,3,2
3.27,1962,3,1
2.62,2014,3,1
2.91,1974,1,1
2.49,1998,4,2
3.03,1976,1,2
2.7,1982,4,2
3.3,1967,1,1
2.75,2005,2,1
2.75,1990,1,1
2.55,2019,2,1
3.33,1966,2,1
2.61,2008,4,2
3,1976,3,2
3.12,1979,3,1
2.69,2020,2,1
3.18,1970,2,2
3.39,1976,2,1
3.09,1967,2,1
2.77,2008,4,1
2.83,1963,4,1
2.97,1981,1,1
2.9,1960,1,1
2.42,1986,4,1
2.81,1974,3,2
2.65,1993,2,1
2.8,1971,4,2
2.64,1983,3,2
2.99,1982,1,1
3.01,1964,1,2
2.42,2017,3,2
2.99,1967,2,1
3.01,1977,2,1
2.6,2009,4,1
3.21,1972,4,2
3.22,1970,2,1
3.31,1963,3,1
3.14,1962,4,2
2.72,1987,4,1
2.93,1973,2,1
2.9,1961,4,2
3.17,1978,2,1
3.42,1973,4,2
3.15,1969,1,1
2.85,1971,3,1
2.74,2016,2,2
2.54,2000,3,2
3.09,1961,4,1
2.64,2013,1,2
3.09,1974,1,2
3.12,1970,4,1
2.65,1995,3,1
3.04,1968,4,1
3.07,1981,4,2
2.86,1979,2,1
3.11,1966,1,2
3.26,1973,3,2
3.09,1981,1,2
2.66,2006,2,1
2.58,2008,1,2
3.34,1967,3,2
3.49,1975,1,1
2.3,2001,2,1
2.8,1977,2,1
2.95,1976,1,2
3,1982,4,1
2.9,1971,2,1
2.98,1975,2,1
2.57,2001,4,2
2.91,1981,1,1
2.93,1971,3,1
3.11,1963,3,2
3.13,1970,4,2
2.62,2011,1,1
3.32,1976,4,2
2.9,1982,1,1
2.4,2009,2,1
2.61,2013,1,2
2.95,1961,4,1
2.87,1962,3,1
3.27,1981,2,1
2.98,1967,1,1
3.19,1965,4,2
2.86,1971,2,2
2.68,1982,1,1
2.92,1979,4,2
2.65,1994,4,1
2.73,1993,1,2
2.41,2006,2,1
3.07,1972,2,2
2.97,1976,4,1
2.4,1994,2,1
3.1,1977,1,1
2.66,1991,1,1
3.18,1969,3,2
3.25,1964,1,2
3.37,1981,2,1
2.93,1970,4,2
3.37,1969,2,1
2.81,1975,1,2
3.11,1980,1,1
2.57,1982,2,2
2.72,2000,1,1
2.83,1972,3,2
3.35,1970,2,1
3.02,1964,2,2
2.57,2011,3,1
2.93,1960,4,1
3.22,1964,4,1
2.92,1973,1,1
2.49,1987,2,1
3.04,1965,1,2
3.14,1974,1,2
2.96,1978,3,1
3.02,1971,3,1
2.61,2019,3,1
2.47,1986,2,1
2.69,1987,1,2
2.78,1999,2,2
3.38,1974,3,1
2.99,1981,2,2
3.16,1966,2,1
2.72,2018,2,1
2.63,1998,1,1
3.06,1977,2,2
2.56,2003,4,2
2.47,2015,1,1
2.98,1980,4,2
2.87,1964,1,2
3.26,1976,4,2
3.31,1963,2,1
2.62,1997,1,1
2.84,1971,2,2
2.93,1966,1,2
3.22,1971,1,2
3.09,1976,2,1
2.49,2018,4,2
2.85,1968,2,1
3.21,1967,2,1
2.87,1965,2,1
3.1,1969,3,1
2.95,1980,4,2
2.55,1997,4,2
2.5,1994,3,2
2.54,1998,4,1
2.26,1987,4,2
3.03,1974,3,2
3.25,1980,3,2
3.04,1964,4,1
3.09,1963,3,2
2.66,1990,4,1
3.09,1960,4,1
2.59,1983,1,2
3.02,1975,1,2
2.67,2000,1,2
2.72,1991,3,2
2.96,1974,2,1
2.39,2008,2,2
2.78,1993,2,2
3.14,1969,1,2
3.1,1965,3,2
3.16,1968,1,2
3.11,1968,1,1
3.04,1982,1,1
3.05,1960,2,2
3.01,1972,1,2
2.61,1997,4,1
2.89,1982,3,2
3.12,1982,1,2
3.12,1962,4,2
2.42,2005,3,1
3.44,1973,3,2
2.72,1995,3,2
3.13,1973,3,1
2.8,1974,4,2
2.61,2019,4,2
3.01,1966,4,2
2.64,2009,2,2
3.06,1968,4,1
2.52,2010,4,2
2.53,1983,3,1
2.87,1960,4,2
2.87,1980,3,2
2.51,2002,4,2
2.68,1982,2,2
2.99,1980,2,1
2.61,2015,4,1
2.42,1984,3,2
2.98,1979,3,2
2.87,1980,1,1
2.64,1999,3,1
3.11,1967,3,2
2.98,1966,2,2
2.69,2007,3,2
3.21,1982,4,1
2.97,1981,4,2
3.01,1979,2,1
3.15,1965,2,2
3.08,1978,3,1
3.29,1981,2,1
3.06,1982,2,1
3.18,1963,4,2
2.85,1966,2,1
3.08,1973,3,2
2.76,1998,2,1
3.08,1979,3,2
3.37,1972,2,2
3.03,1972,3,2
2.77,1998,3,2
2.74,2011,1,1
2.51,1999,4,1
2.35,1996,1,1
3.57,1977,1,2
2.34,2010,3,2
2.57,2009,1,1
3.16,1975,4,1
2.63,2016,1,2
2.84,1970,2,1
3.23,1967,4,1
3.29,1966,1,2
3.28,1980,3,2
2.86,1979,4,2
2.92,1971,2,1
3.39,1980,2,1
2.81,1981,2,2
3.31,1960,4,1
2.58,1999,2,2
2.68,1998,3,1
2.9,1960,2,2
2.61,2016,3,1
2.79,2020,1,1
2.82,1982,2,1
3.01,1968,2,2
2.78,2020,1,2
2.88,1970,3,2
2.86,1976,1,2
3.03,1960,4,2
2.48,2001,2,1
2.63,1996,2,1
3.16,1974,4,2
3.08,1966,3,1
3.23,1964,2,2
2.97,1981,4,2
3.4,1974,1,1
2.96,1964,1,2
2.5,1996,3,2
2.66,2007,2,1
2.82,1963,2,1
3.32,1962,4,1
2.98,1982,1,2
2.95,1968,1,2
2.66,1982,1,1
2.52,2015,3,2
2.93,1961,4,1
3.01,1972,4,2
3.5,1968,3,2
2.6,2006,1,1
3,1964,3,1
3.19,1975,2,1
3.22,1977,1,2
2.64,2015,2,2
2.59,1997,3,1
3.3,1977,2,1
2.82,1979,1,2
2.88,1966,1,2
2.52,2010,2,1
3.03,1962,3,1
3.32,1980,2,2
2.85,1975,4,2
3.24,1968,4,2
2.68,1990,2,1
2.89,1979,3,2
2.57,1982,4,2
2.58,2011,3,1
3.12,1967,4,1
2.72,2015,2,2
3.04,1976,4,1
2.8,1979,2,2
3.24,1975,3,2
2.78,1989,4,1
2.65,2007,4,2
2.62,2001,1,1
2.67,2011,4,1
2.16,2011,4,1
3.11,1960,1,1
2.89,1969,3,2
3.02,1964,1,2
2.95,1977,3,2
2.83,1979,1,2
3.08,1963,1,2
2.51,2010,2,1
2.98,1969,4,1
3.32,1977,3,1
2.91,1980,1,2
2.42,2013,3,1
3.07,1971,3,2
3.02,1971,2,2
3.09,1971,3,1
2.92,1965,3,1
3.04,1971,3,1
2.67,1997,3,1
2.32,1990,3,1
3.21,1981,1,2
2.52,2002,4,2
3.43,1980,4,1
2.96,1962,2,1
2.68,1994,2,2
3.25,1960,2,1
2.83,1975,1,2
2.52,2009,1,1
3.21,1961,4,1
3.07,1981,4,1
3.09,1960,4,1
3.09,1973,3,1
3.29,1973,2,2
3.01,1971,3,1
2.62,2020,1,1
2.85,1965,1,1
2.67,2002,3,1
2.94,1961,2,1
2.8,1979,1,1
2.49,2011,3,2
2.54,1998,3,2
2.98,1981,3,1
3.07,1960,3,2
2.67,2004,2,2
2.63,1987,3,2
3.07,1963,3,2
3.08,1980,1,2
2.53,2015,1,1
3.07,1965,3,1
2.5,1999,3,1
3.23,1961,1,1
2.83,1974,1,1
2.62,1992,2,1
2.95,1982,4,1
3.13,1965,4,2
2.66,2006,2,2
3.2,1974,1,1
2.67,2015,4,2
3.18,1981,3,2
2.88,1962,4,2
2.68,1983,3,2
2.92,1968,3,2
3.16,1977,1,2
2.79,1988,4,1
2.52,2016,2,1
2.95,1982,4,1
2.52,1996,3,2
3.32,1967,3,2
2.39,2000,2,1
2.95,1969,1,2
2.64,2013,3,1
3.14,1965,4,1
2.53,1994,1,1
3.13,1965,2,2
2.72,1993,2,1
2.53,2018,2,1
2.72,2015,3,1
3.1,1975,3,1
2.83,1975,2,1
2.93,1971,4,1
2.8,1967,2,2
2.88,1973,2,2
3.15,1967,2,2
3.04,1969,1,2
2.97,1960,1,2
2.45,1983,4,1
3.21,1972,1,1
3.32,1960,2,2
3.24,1982,4,1
2.79,1991,2,2
3.19,1981,2,1
2.61,1994,1,2
2.96,1974,2,2
2.97,1980,1,2
3.23,1981,3,2
3.02,1966,2,1
2.59,2020,1,1
3.32,1961,4,2
2.47,2018,2,2
3.19,1967,1,1
2.84,1981,1,2
3.06,1972,1,1
3.1,1979,4,1
3.01,1966,1,1
2.7,2018,1,1
2.38,1995,4,2
2.83,1978,1,1
2.87,1967,2,1
2.48,1989,4,2
2.71,1991,2,2
3.04,1973,3,2
3.2,1969,1,1
3.05,1967,1,1
3.2,1966,2,2
3.38,1976,3,2
2.51,1984,3,2
3.23,1976,1,2
2.96,1971,3,1
2.86,1974,2,2
2.96,1971,1,2
2.86,1973,3,2
3.22,1981,3,1
2.66,1998,4,2
3.17,1962,3,2
2.34,2010,1,2
2.66,1984,4,2
3.1,1962,1,1
2.69,1993,1,1
3.35,1976,1,2
3.37,1975,3,2
3.22,1971,4,2
2.99,1971,1,2
3.28,1977,1,1
2.71,2015,4,1
3.03,1971,1,2
2.73,1992,1,2
2.93,1966,4,1
2.81,1961,1,2
2.88,1966,3,1
3.19,1971,4,2
3.03,1976,3,1
3.09,1961,2,2
3.36,1968,4,2
2.61,2014,2,2
3.17,1975,2,2
2.78,2001,4,2
3.13,1978,1,1
3.05,1972,1,1
2.58,1999,1,2
2.94,1963,4,1
3.32,1971,2,1
3.15,1960,4,1
2.99,1975,2,1
2.93,1972,2,2
3.01,1968,2,2
2.9,1977,1,2
2.77,2009,3,1
3.25,1974,4,1
2.88,1973,1,2
2.65,1986,1,1
3.25,1967,2,2
2.97,1975,1,2
3.12,1971,4,2
3.1,1971,2,1
3.3,1970,4,2
2.65,1987,2,1
2.75,2001,4,1
3.18,1968,4,2
2.98,1972,2,2
2.76,1987,4,2
3.04,1980,4,1
2.87,1977,3,2
2.93,1978,3,1
3.25,1974,1,2
2.89,1973,4,1
3.02,1961,3,2
3.27,1981,1,2
3.32,1974,1,1
2.7,2015,4,1
3.13,1966,2,1
2.89,1977,3,1
3.27,1982,1,2
3,1979,4,1
3.04,1980,2,1
2.81,1966,2,1
2.97,1977,2,2
3.16,1981,1,1
3.01,1963,2,2
3.11,1976,4,2
3.07,1973,3,2
2.49,2004,3,1
2.61,2020,2,1
2.88,1961,2,2
2.87,1963,3,1
2.92,1976,4,1
3.01,1974,2,1
3.04,1972,3,1
2.84,1962,4,1
2.95,1975,4,1
2.52,2007,2,1
2.91,1981,1,1
3.21,1970,1,1
3.08,1970,1,2
2.6,1985,3,2
2.62,2001,2,1
3.01,1982,2,1
2.57,2008,1,2
2.83,1981,2,1
2.68,2017,3,2
2.5,1986,1,2
3.22,1972,4,1
2.81,1970,3,2
3.25,1964,1,2
2.42,2002,1,1
2.9,1969,3,1
2.67,2002,3,2
2.98,1971,3,1
2.79,2009,2,1
3.09,1982,2,2
2.85,1981,2,1
2.9,1979,2,2
2.93,1980,4,1
3.18,1961,4,2
2.99,1964,2,2
2.84,1976,4,2
3.35,1960,1,2
2.45,1984,3,1
2.6,1987,4,2
3.4,1981,2,1
2.78,2012,2,2
3.24,1962,3,2
3.12,1976,4,2
2.66,1987,3,2
2.75,2012,2,1
2.78,2018,4,2
2.72,2002,3,2
2.6,1996,1,1
2.91,1965,2,2
2.61,1983,4,2
2.27,1984,3,2
3.08,1978,4,1
2.84,1982,4,2
2.48,1984,4,2
2.55,2006,4,1
2.93,1976,1,1
2.54,2002,4,2
2.69,1985,1,1
2.44,2001,1,2
3.25,1974,1,1
2.59,2006,2,1
3.14,1972,4,1
2.73,1993,2,2
2.65,1984,3,2
3.05,1981,2,2
3.03,1972,1,2
2.87,1967,3,1
2.35,2006,2,1
2.68,2009,1,1
2.41,2014,4,1
2.26,2019,4,1
3.08,1974,2,2
2.8,1969,4,2
2.95,1978,4,1
2.3,2020,2,2
2.66,2004,2,2
3.19,1970,1,1
2.7,1990,1,1
2.94,1960,4,1
3.01,1980,3,1
2.98,1975,2,2
2.93,1979,2,1
3.06,1979,1,2
2.38,1987,3,2
3.16,1975,3,1
2.86,1969,2,1
3.03,1967,1,2
3.11,1972,3,2
3.1,1980,3,2
2.69,2008,4,1
3.25,1982,3,2
2.59,2017,3,2
2.96,1960,1,2
3.15,1977,3,1
2.58,2006,2,2
3.09,1975,1,1
2.98,1976,2,2
3.48,1965,2,2
2.65,2003,2,2
2.79,2008,1,1
2.49,1983,1,1
3.27,1961,1,1
3.07,1972,3,2
3.03,1972,4,1
2.46,1994,3,2
3.2,1960,2,2
2.95,1962,4,2
2.87,1965,2,1
2.71,2002,2,2
2.82,1960,2,1
2.46,1994,4,1
2.86,1980,1,1
3.04,1972,1,1
2.8,1970,1,2
2.9,1961,2,1
3.17,1980,4,1
3.15,1968,2,1
2.68,2019,4,1
2.72,1990,4,2
2.6,1990,4,1
3.03,1978,3,2
3.01,1974,3,1
2.44,1982,4,1
2.75,1996,1,2
2.5,2002,3,1
2.73,1984,4,1
2.69,2013,3,2
2.57,2018,2,2
2.45,1982,2,2
2.85,1971,1,1
3.07,1966,3,2
3.07,1981,1,1
2.68,2011,1,2
3.07,1968,4,1
2.49,1985,3,2
2.91,1981,4,2
2.6,1998,1,1
2.44,2007,1,2
3.51,1975,3,2
3,1975,2,2
3.29,1960,2,1
2.42,1989,4,2
2.89,1963,4,2
2.5,1992,3,1
2.98,1975,3,2
2.93,1978,4,2
2.59,2010,2,2
3.13,1965,3,2
2.51,1990,3,1
3.05,1963,1,2
2.74,1994,1,1
2.59,2019,4,2
3.01,1965,4,2
2.37,1988,4,2
3.24,1976,4,2
3.18,1979,1,1
3,1976,3,1
3.32,1967,3,1
2.27,1996,1,1
2.59,2018,2,2
3.24,1978,2,2
3.24,1968,3,1
2.72,1982,3,2
3.07,1962,1,1
3.1,1978,4,1
2.81,1973,4,2
2.85,1978,2,1
2.82,1974,3,2
2.7,2006,2,1
3.3,1961,4,2
3.16,1962,3,1
3.27,1962,3,2
2.4,2006,3,2
3.14,1963,2,2
2.78,2013,4,1
3.02,1961,1,1
2.95,1982,1,2
2.84,1966,1,2
3.3,1980,4,2
3.05,1964,4,2
3.17,1981,2,1
3.09,1975,2,1
3.31,1971,4,2
3.2,1964,3,1
2.97,1971,3,2
2.51,2001,1,2
2.55,2016,2,1
3.07,1966,3,1
2.68,2003,1,2
2.65,2010,1,1
2.92,1964,4,1
2.51,2008,4,1
2.8,1960,3,1
3.02,1972,2,1
3.44,1970,2,1
3.31,1973,4,1
2.6,1991,2,1
2.29,1994,1,1
3.22,1976,4,1
3.36,1977,2,2
2.85,1975,3,2
3.05,1977,4,2
2.64,2016,4,2
3.06,1982,4,1
2.85,1966,1,2
3.1,1976,1,1
3.08,1975,3,2
2.5,2005,4,2
3.13,1964,1,2
2.67,2010,2,2
2.61,2019,2,1
2.87,1976,4,2
3.15,1979,2,1
2.51,2008,1,2
2.44,1997,2,1
2.97,1966,2,2
2.59,1990,4,1
3.08,1973,2,1
3.28,1976,2,2
2.64,2003,3,2
2.86,1968,2,1
3,1968,2,1
2.93,1966,2,1
2.31,2002,2,2
3,1973,3,2
3.31,1971,2,2
3.17,1979,2,1
2.73,1998,3,2
2.7,1987,2,1
3.09,1982,1,2
2.45,2000,3,2
3.01,1979,4,1
2.66,1985,1,2
2.95,1961,1,1
3.07,1981,4,1
3.17,1974,2,1
3.09,1973,2,1
2.43,2016,4,2
3.13,1969,1,2
2.95,1963,4,1
3.16,1963,2,1
2.66,2004,2,2
2.91,1965,1,1
2.67,2020,2,2
3.12,1980,2,1
3.11,1968,2,2
3.03,1964,2,2
3.24,1977,1,1
3.21,1971,3,2
2.85,1979,2,1
2.54,1985,4,2
2.71,1983,4,2
3.08,1963,3,2
2.65,2004,4,2
3.02,1980,4,2
3.25,1977,3,1
2.82,1974,3,1
2.7,2014,1,1
3.05,1975,4,2
2.69,2019,1,2
3.24,1980,1,2
2.7,2008,3,1
3.15,1971,4,2
2.99,1976,1,1
3.12,1975,1,2
3.18,1982,3,2
2.68,1992,4,1
3.36,1968,2,2
2.99,1976,1,2
2.48,1995,1,1
3.01,1981,1,1
3.02,1973,3,1
2.58,1986,4,2
2.55,2003,4,1
2.98,1973,1,1
2.75,2015,1,2
2.97,1960,1,2
2.78,2012,2,1
2.46,1988,4,2
3.13,1971,3,2
2.62,1995,1,1
3.15,1964,4,2
2.98,1970,3,2
2.45,2017,1,1
2.59,2017,4,1
2.77,1988,1,2
3.03,1978,1,1
2.95,1972,3,2
2.27,2014,4,2
2.66,1982,4,2
2.73,2003,2,2
3.19,1968,4,1
2.62,2009,1,2
2.97,1963,4,2
2.53,1997,3,1
2.39,1989,3,1
2.67,2011,4,1
2.67,2002,3,2
2.88,1961,2,2
2.54,2000,2,1
2.75,1999,2,1
3.37,1977,3,1
2.43,1985,3,2
2.59,1992,1,1
2.82,1965,1,2
2.78,1993,3,2
3.01,1972,1,2
3.11,1977,3,2
2.86,1980,3,1
3.21,1979,4,1
3.17,1982,1,1
2.84,1969,2,2
2.99,1966,4,2
3.17,1972,2,2
2.51,2016,4,2
2.78,1994,1,1
3.34,1968,2,1
2.79,1985,4,2
3.08,1982,1,2
3.22,1981,3,2
2.53,1995,4,1
2.96,1964,1,1
3.04,1963,4,2
3.06,1972,3,1
2.59,1996,3,2
2.6,2014,1,2
2.72,2008,2,1
2.87,1974,4,1
2.94,1966,4,2
3.47,1960,3,1
3,1976,2,1
3.16,1981,4,2
3.33,1972,4,1
3.06,1971,1,1
3.2,1963,3,1
2.54,2003,4,2
2.74,2004,4,1
3.28,1971,3,1
2.59,1997,2,2
2.87,1974,2,2
2.54,2009,3,1
2.46,2006,4,1
3.05,1973,1,1
3.08,1963,2,1
2.61,1992,2,1
3.19,1963,4,2
2.96,1970,2,1
2.6,1988,1,1
3.03,1961,1,1
3.33,1965,2,1
2.88,1969,4,2
3.07,1967,3,2
2.61,2007,1,2
2.57,1995,2,2
2.48,2012,1,2
2.93,1968,2,1
2.97,1967,1,1
3.06,1967,3,2
3.37,1972,3,1
2.74,2020,1,2
2.86,1975,2,2
2.32,1982,3,2
3.06,1966,2,2
3.24,1982,2,2
2.54,1988,1,1
2.98,1978,2,1
2.51,1984,4,1
3.13,1962,4,1
3.13,1962,4,1
2.32,1983,3,1
2.5,2013,1,2
2.47,1992,2,2
2.64,1997,3,2
2.92,1982,3,2
2.63,1992,1,2
2.49,1985,2,1
3,1960,1,1
3.09,1976,3,2
2.94,1976,1,1
3.22,1978,1,1
3.16,1965,3,1
2.9,1975,1,1
3.02,1962,2,2
2.87,1962,4,2
2.58,2012,2,2
2.72,2008,1,1
2.35,2015,2,1
2.66,2016,1,1
2.54,2013,2,2
2.87,1963,2,2
2.96,1961,3,2
3.12,1979,1,2
3.25,1962,2,2
2.63,2019,4,2
3.06,1964,4,1
2.97,1963,3,2
2.32,2019,3,1
2.98,1979,1,1
3.11,1966,1,2
3.15,1976,3,2
2.59,1984,3,2
2.75,2005,1,1
3.16,1971,1,2
3.01,1978,4,2
2.63,2016,3,1
2.56,1991,2,2
3.44,1978,2,2
2.76,2019,1,1
2.2,1987,1,1
2.61,1988,4,2
2.85,1970,4,2
3.11,1964,2,2
2.52,2006,4,1
2.96,1978,2,1
2.43,2003,4,2
2.79,1999,4,1
2.71,2017,4,1
2.98,1967,1,1
3.16,1981,1,2
2.75,1991,1,2
2.7,1996,2,1
3.08,1972,4,1
2.39,2006,2,1
2.87,1982,3,1
3.12,1962,3,1
2.9,1976,3,2
2.93,1964,2,1
2.99,1969,3,1
3.25,1978,3,2
2.55,1991,2,1
2.65,2006,1,1
2.65,1990,3,1
2.72,2007,3,1
3.1,1969,4,2
3.07,1965,4,1
3.12,1973,2,2
2.63,2016,2,1
2.65,1994,3,2
2.69,1985,2,2
3.06,1960,2,2
2.51,1983,2,2
3.21,1965,1,1
2.95,1979,2,1
2.74,1990,1,1
3,1980,3,2
2.66,1989,3,1
2.75,1988,1,2
3.15,1971,2,2
3,1980,4,2
2.72,1984,2,2
2.29,2005,4,2
2.69,1999,4,2
2.58,2013,3,2
3.01,1974,4,1
2.53,2005,4,1
2.72,1982,2,2
2.55,1998,1,2
3.05,1977,4,2
2.54,1999,3,1
2.69,2011,2,2
2.8,1969,3,1
3.08,1980,3,2
2.92,1975,1,2
3.17,1981,2,1
2.58,2012,3,2
3.25,1965,2,2
2.5,1988,3,1
3.02,1960,4,2
3.11,1975,2,1
2.96,1960,4,2
2.89,1979,1,2
3.11,1964,2,2
2.88,1976,3,1
3.06,1980,4,2
3.04,1976,3,1
2.89,1968,1,2
2.84,1977,1,2
3,1965,4,1
3.19,1965,2,1
3.19,1977,1,2
3.16,1970,1,2
2.74,2008,1,1
2.49,1984,2,2
3.18,1971,2,2
2.86,1980,1,1
3.32,1960,3,2
2.81,1963,3,2
2.72,1993,2,2
3.32,1981,1,2
2.93,1960,3,1
3.07,1962,4,1
2.42,2011,2,2
2.38,2010,1,1
3.4,1979,1,1
3.34,1981,1,2
2.43,2017,2,2
2.72,1989,4,2
2.58,2007,3,2
2.6,1988,2,2
2.6,1983,2,2
2.92,1964,3,1
3,1973,3,2
2.78,2011,2,1
2.74,2016,1,2
2.95,1960,4,1
3.24,1967,1,1
2.72,1988,3,1
3.03,1969,3,2
2.96,1960,2,2
3.11,1971,2,2
3.21,1961,1,2
2.93,1975,2,2
3.02,1966,4,2
3.07,1966,3,2
2.53,2007,3,1
2.47,2016,2,2
3.24,1981,2,2
2.64,1992,1,2
2.83,1968,3,1
3.1,1965,3,1
2.69,2018,3,2
3.04,1979,4,1
2.51,2016,1,1
2.55,2011,4,1
2.76,2017,1,1
2.83,1973,4,1
3.13,1982,1,1
2.98,1981,1,1
2.74,2016,1,2
2.56,2007,4,2
3.21,1975,3,2
2.58,2006,3,2
3.16,1972,2,2
3.27,1968,2,2
2.71,2002,3,1
2.8,1971,4,1
3.35,1981,2,1
2.89,1976,1,2
2.92,1965,2,2
3.23,1976,2,2
2.36,1988,2,2
2.61,2012,2,1
3.14,1960,4,2
2.41,2000,2,2
2.41,2002,1,2
3.21,1978,4,1
3.16,1975,2,1
3.08,1963,1,1
2.87,1982,2,1
2.46,2017,4,2
3.13,1980,4,1
2.65,2003,4,2
3.2,1977,1,1
3.06,1961,3,2
2.87,1981,1,1
3.21,1980,1,1
2.84,1962,3,2
2.92,1972,4,1
2.57,2014,2,1
2.57,1994,3,1
2.4,2004,4,1
3.16,1965,1,1
3.26,1975,4,1
3.16,1970,3,1
2.99,1974,2,2
2.82,1963,3,2
3.14,1975,1,2
2.36,2014,1,1
2.87,1967,1,1
2.76,2020,3,2
3.04,1962,4,1
3.15,1967,4,1
3.08,1982,1,2
2.76,1982,3,2
3.01,1972,3,1
3.07,1969,3,1
2.69,2001,2,1
2.69,1987,3,2
3.13,1973,2,1
3.01,1981,4,1
3.03,1980,3,1
2.82,1974,2,2
3.29,1965,1,2
2.41,1985,2,2
2.67,2005,1,1
2.85,1974,4,1
3.03,1965,2,1
